,author_average_rating,author_gender,author_name,author_rating_count,book_average_rating,book_title,genre_1,num_ratings,pages,publish_date,score
8272,3.92,male,"Johann David Wyss
",91522,3.92,"
      The Swiss Family Robinson
",Classics,90017,352,1812,4460
8309,3.88,female,"Annie Proulx
",218894,3.93,"
      Brokeback Mountain
",Short Stories,25521,55,1997,3023
8397,4.1,male,"Willi Heinrich
",1016,4.18,"
      Cross of Iron
",Historical,869,478,1955,1138
8399,3.92,male,"Alistair MacLean
",135950,4.04,"
      HMS Ulysses
",Thriller,5441,467,1955,1192
8401,4.12,female,"Judith Kerr
",31819,3.94,"
      When Hitler Stole Pink Rabbit
",Historical,10441,191,1971,1250
8405,4.03,male,"James  Jones
",28242,4.09,"
      From Here to Eternity
",Classics,14986,816,1951,1299
8406,3.91,female,"Han Nolan
",13422,4.05,"
      If I Should Die Before I Wake
",Historical,4078,293,1994,1308
8410,4.09,male,"Irwin Shaw
",43808,4.18,"
      The Young Lions
",Historical,2795,696,1948,1393
8416,4.22,male,"Leon Uris
",192739,4.14,"
      Battle Cry
",Historical,8561,694,1953,1531
8418,3.66,female,"Bette Greene
",18508,3.67,"
      Summer of My German Soldier
",Historical,15033,203,1973,1617
8421,4.16,male,"Edward L. Beach
",4657,4.17,"
      Run Silent Run Deep
",Historical,3637,352,1955,1891
8423,3.79,male,"David Guterson
",171238,3.83,"
      Snow Falling on Cedars
",Historical,153792,460,1994,2098
8427,4.12,male,"Nicholas Monsarrat
",7059,4.19,"
      The Cruel Sea
",Historical,5338,520,1951,2154
8430,3.92,male,"Robert   Harris
",193520,3.86,"
      Enigma
",Historical,11058,374,1995,2434
8431,3.89,male,"Graham Greene
",250089,3.95,"
      The End of the Affair 
",Classics,41077,192,1951,2467
8433,3.57,male,"John Knowles
",177024,3.57,"
      A Separate Peace
",Classics,175288,208,1959,2654
8437,4.01,male,"Ursula Hegi
",100777,4.08,"
      Stones from the River
",Historical,87420,525,1994,2778
8438,4.16,male,"Hans Fallada
",26531,4.23,"
      Every Man Dies Alone
",Historical,19287,543,1947,3114
8439,3.94,male,"Jack Higgins
",153720,4.16,"
      The Eagle Has Landed
",Thriller,47029,352,1975,3562
8446,3.96,male,"Joseph Heller
",668389,3.98,"
      Catch-22
",Classics,647703,453,1961,20071
8469,3.82,male,"Mervyn Peake
",305245,3.99,"
      The Gormenghast Novels
",Fantasy,7735,1173,1959,421
8474,3.99,male,"Robert Ludlum
",944107,4.26,"
      The Bourne Trilogy
",Thriller,2744,1408,1991,618
8478,4.11,male,"John Galsworthy
",30301,4.16,"
      The Forsyte Saga
",Classics,17158,872,1921,1018
8490,3.96,male,"William H. Armstrong
",26679,3.96,"
      Sounder
",Historical,26189,128,1969,1729
8492,4.2,male,"Arthur Conan Doyle
",1622915,4.5,"
      The Complete Sherlock Holmes
",Classics,140131,1796,1927,9882
8511,4.0,male,"Marjorie Kinnan Rawlings
",27271,3.99,"
      The Yearling
",Classics,24172,513,1938,2843
8523,4.07,male,"Fred Gipson
",79410,4.07,"
      Old Yeller
",Classics,77625,132,1956,5225
8542,4.08,female,"Catherine Anderson
",107518,4.05,"
      Baby Love
",Romance,6269,420,1999,1611
8591,3.86,female,"Lilian Jackson Braun
",200304,3.85,"
      The Cat Who Could Read Backwards
",Thriller,26511,256,1966,18455
8593,3.91,female,"Susan Wittig Albert
",83620,3.85,"
      Thyme of Death
",Thriller,7640,320,1992,6909
8596,3.82,male,"Jo Dereske
",5609,3.73,"
      Miss Zukas and the Library Murders
",Thriller,1312,218,1994,1920
8616,3.76,female,"Monica Ferris
",28230,3.78,"
      Crewel World
",Thriller,3448,245,1999,1682
8627,3.8,male,"Edmund Crispin
",12559,3.56,"
      The Case of the Gilded Fly
",Thriller,2234,237,1944,1958
8628,4.01,female,"G.A. McKevett
",21736,3.91,"
      Just Desserts
",Thriller,2312,320,1995,1999
8629,4.01,male,"Margaret Frazer
",20611,3.87,"
      The Novice's Tale
",Thriller,3247,229,1992,1995
8635,3.69,male,"Jeanne M. Dams
",8289,3.68,"
      The Body In The Transept
",Thriller,1087,224,1995,2278
8637,3.74,female,"Carola Dunn
",53000,3.73,"
      Death at Wentwater Court
",Thriller,7109,252,1994,2427
8639,3.87,male,"Lawrence Block
",167369,3.82,"
      Burglars Can't Be Choosers
",Thriller,4738,293,1977,2497
8642,4.01,female,"Victoria Thompson
",74427,3.89,"
      Murder on Astor Place
",Thriller,8718,278,1999,2670
8649,3.89,male,"Lord Dunsany
",18861,3.84,"
      The King of Elfland's Daughter
",Fantasy,5341,240,1924,1177
8654,4.09,male,"Rex Stout
",129087,4.0,"
      Fer-de-Lance
",Thriller,11247,285,1934,3105
8663,4.03,male,"T.H. White
",130634,4.08,"
      The Once and Future King
",Fantasy,87712,639,1958,1276
8666,3.82,male,"Pamela Dean
",12163,3.85,"
      Tam Lin
",Fantasy,5131,468,1991,1278
8675,3.83,male,"Robin Paige
",14060,3.79,"
      Death at Bishop's Keep
",Thriller,3605,296,1994,3589
8681,3.96,female,"Carolyn Haines
",48235,3.98,"
      Them Bones
",Thriller,4241,336,1999,3693
8690,3.98,female,"Earlene Fowler
",31902,3.95,"
      Fool's Puzzle
",Thriller,4836,256,1994,4038
8694,3.99,male,"Harlan Coben
",965916,3.95,"
      Deal Breaker
",Thriller,39191,339,1995,4574
8715,4.21,male,"Anne George
",21075,4.08,"
      Murder on a Girls' Night Out
",Thriller,5492,244,1996,7068
8723,3.94,female,"Nancy Atherton
",61758,3.94,"
      Aunt Dimity's Death
",Thriller,10349,244,1992,8466
8731,4.06,female,"Dorothy L. Sayers
",283605,3.89,"
      Whose Body?
",Thriller,36628,212,1923,9782
8732,3.93,female,"Donna Andrews
",82187,3.91,"
      Murder With Peacocks
",Thriller,7987,311,1999,10003
8738,4.07,female,"Dorothy Gilman
",77649,4.15,"
      The Unexpected Mrs. Pollifax
",Thriller,19293,204,1966,14438
8796,3.89,male,"Alan Paton
",61353,3.89,"
      Cry, the Beloved Country
",Classics,59240,316,1948,1539
8806,4.03,male,"Hermann Hesse
",786232,4.01,"
      Siddhartha
",Classics,485542,152,1922,2248
8808,3.76,female,"Margaret Landon
",2116,3.77,"
      Anna and the King of Siam
",Historical,2097,416,1943,2140
8834,3.98,female,"Pearl S. Buck
",269475,3.98,"
      The Good Earth
",Classics,206992,418,1931,5950
8895,3.83,male,"Chuck Palahniuk
",1326346,4.2,"
      Fight Club
",Contemporary,428937,218,1996,2439
8897,4.01,male,"Charles Bukowski
",494970,3.96,"
      Factotum
",Classics,46637,208,1975,2577
8898,4.02,male,"Hubert Selby Jr.
",73222,4.11,"
      Requiem for a Dream
",Classics,44629,279,1978,2641
8904,4.1,female,"Nahoko Uehashi
",3843,4.22,"
      Moribito II: Guardian of the Darkness
",Fantasy,956,245,1999,1780
8911,3.75,female,"Ayn Rand
",788037,3.68,"
      Atlas Shrugged
",Classics,324395,1168,1957,2641
8916,3.72,male,"Jack Kerouac
",517270,3.63,"
      On the Road
",Classics,304943,293,1955,3584
8986,4.0,female,"Elizabeth Kerner
",8808,3.95,"
      Song in the Silence
",Fantasy,5163,401,1996,2783
8989,3.81,male,"O. Chandu Menon
",1088,3.81,"
      Indulekha
",Classics,1075,274,1889,3130
9002,3.78,female,"Vivian Vande Velde
",49967,3.94,"
      Dragon's Bait
",Fantasy,7041,196,1992,3521
9010,3.96,male,"Bruce Coville
",109824,4.02,"
      Jeremy Thatcher, Dragon Hatcher
",Fantasy,7304,160,1991,4183
9011,3.87,female,"Andre Norton
",140029,3.95,"
      The Elvenbane
",Fantasy,13825,566,1991,4754
9014,4.06,male,"John Marsden
",178251,4.05,"
      Tomorrow, When the War Began
",Uncategorized,44302,276,1993,2633
9023,4.26,female,"Fuyumi Ono
",14077,4.2,"
      The Twelve Kingdoms: Sea of Shadow
",Fantasy,2454,464,1992,1760
9030,3.96,female,"Tananarive Due
",33132,4.2,"
      My Soul to Keep
",Horror,3808,346,1997,1998
9157,4.07,male,"Dorothy Allison
",53755,4.1,"
      Bastard Out of Carolina
",Classics,35393,320,1992,2852
9169,4.02,male,"Tom Clancy
",1245957,4.17,"
      Without Remorse
",Thriller,54632,750,1993,1463
9173,3.48,male,"Breena Clarke
",13245,3.48,"
      River, Cross My Heart
",Historical,12577,245,1999,1497
9177,3.67,female,"Melinda Haynes
",19429,3.68,"
      Mother of Pearl
",Historical,18593,465,1999,1792
9182,3.67,female,"Mary McGarry Morris
",34838,3.7,"
      Songs in Ordinary Time
",Historical,29522,740,1995,2053
9188,3.39,female,"A. Manette Ansay
",31196,3.38,"
      Vinegar Hill
",Uncategorized,26137,272,1994,2673
9191,3.64,male,"Bret Lott
",38267,3.66,"
      Jewel
",Uncategorized,34685,535,1991,2691
9199,3.76,female,"Tawni O'Dell
",32343,3.74,"
      Back Roads
",Contemporary,23630,352,1999,3289
9205,3.92,female,"Edwidge Danticat
",74753,3.87,"
      Breath, Eyes, Memory
",Historical,24916,234,1994,3619
9210,3.6,female,"Sue Miller
",101830,3.68,"
      While I Was Gone
",Romance,55261,304,1999,4029
9227,3.77,female,"Jane Hamilton
",140869,3.8,"
      A Map of the World
",Contemporary,67009,400,1992,4812
9236,3.73,male,"Robert Morgan
",53057,3.72,"
      Gap Creek
",Historical,46685,326,1999,5294
9255,3.91,female,"Georgette Heyer
",333279,3.89,"
      Regency Buck
",Romance,7768,368,1935,1864
9258,3.99,male,"Ernest J. Gaines
",64470,3.94,"
      A Lesson Before Dying
",Classics,45935,256,1993,6573
9275,3.94,female,"Ann-Marie MacDonald
",73878,3.95,"
      Fall on Your Knees
",Historical,57663,508,1996,7522
9280,3.69,female,"Joyce Carol Oates
",342218,3.71,"
      We Were the Mulvaneys
",Contemporary,85988,454,1996,7684
9298,4.07,female,"Suzanne Brockmann
",212520,3.97,"
      Frisco's Kid
",Romance,4017,256,1997,2661
9303,4.05,female,"Anya Seton
",48574,4.18,"
      Katherine
",Historical,26582,500,1954,3059
9312,4.01,female,"Elizabeth Gaskell
",244252,4.13,"
      North and South
",Classics,125995,521,1855,3620
9408,3.74,male,"Walter Scott
",108561,3.75,"
      Ivanhoe
",Classics,77756,544,1819,1188
9409,3.96,male,"Clive Cussler
",691174,3.77,"
      The Mediterranean Caper
",Adventure,16822,384,1973,1430
9410,4.0,male,"Jeffery Deaver
",495273,4.19,"
      The Bone Collector
",Thriller,135795,528,1997,1407
9413,4.07,male,"Lee Child
",1671285,4.05,"
      Killing Floor
",Thriller,209735,424,1997,5261
9476,3.83,female,"Victoria Holt
",83715,3.96,"
      On the Night of the Seventh Moon
",Romance,4500,384,1972,1604
9478,3.93,female,"Eva Ibbotson
",112718,3.93,"
      The Morning Gift
",Historical,6146,410,1993,1634
9497,3.95,female,"Penelope Williamson
",5586,4.07,"
      Once in a Blue Moon
",Romance,453,453,1993,1166
9516,3.96,male,"Fritz Leiber
",88800,3.85,"
      Conjure Wife
",Horror,1724,188,1943,651
9520,3.97,male,"Bob Woodward
",113410,4.1,"
      The Brethren: Inside the Supreme Court
",Historical,3930,592,1979,1618
9524,4.08,female,"Lori Wick
",130521,4.17,"
      The Princess
",Religious,10572,300,1999,2550
9532,3.98,female,"Kathleen Winsor
",16054,3.99,"
      Forever Amber
",Historical,15598,972,1944,2807
9534,3.73,male,"Sean Stewart
",14991,3.72,"
      Nobody's Son
",Fantasy,397,273,1993,717
9535,3.87,male,"Hope Mirrlees
",4149,3.87,"
      Lud-in-the-Mist
",Fantasy,4090,239,1926,736
9539,4.17,female,"Anne Golon
",12194,4.19,"
      Angelique
",Historical,2353,810,1956,2974
9557,4.02,female,"Catherine Drinker Bowen
",1843,4.05,"
      Miracle at Philadelphia: The Story of the Constitutional Convention, May to September 1787
",Historical,1509,346,1966,2036
9558,4.21,female,"Catherine Marshall
",62517,4.22,"
      Christy
",Historical,46455,512,1967,4069
9561,3.86,female,"Maggie Furey
",11467,3.92,"
      Aurian
",Fantasy,2927,608,1994,857
9572,4.0,male,"Melanie Rawn
",84277,4.06,"
      The Ruins of Ambrai
",Fantasy,8586,928,1994,863
9574,4.39,female,"Francine Rivers
",569541,4.76,"
      Mark of the Lion Trilogy
",Religious,10414,1468,1993,5009
9582,3.82,male,"John Myers Myers
",2039,3.93,"
      Silverlock
",Fantasy,1402,384,1949,961
9583,3.83,female,"Paula Volsky
",4925,3.97,"
      Illusion
",Fantasy,1400,674,1991,981
9659,3.98,female,"Margaret Peterson Haddix
",492503,3.98,"
      Running Out of Time
",Uncategorized,21774,184,1995,1049
9674,3.83,male,"Edgar Rice Burroughs
",238914,3.89,"
      Tarzan of the Apes
",Classics,36126,324,1912,2823
9675,3.59,male,"Robert Cormier
",73006,3.48,"
      The Chocolate War
",Uncategorized,36659,267,1974,2933
9754,3.99,female,"Eloise Jarvis McGraw
",27675,4.23,"
      Mara, Daughter of the Nile
",Historical,8840,279,1953,1761
9769,4.06,male,"Raymond Chandler
",239270,4.06,"
      The Lady in the Lake
",Thriller,15186,266,1943,2482
9771,3.69,male,"Robert    Carter
",833,3.55,"
      Talwar
",Historical,73,452,1993,3812
9776,3.94,male,"Peter Robinson
",128609,4.12,"
      In a Dry Season
",Thriller,7018,480,1999,2674
9778,4.22,female,"Sharon Kay Penman
",111344,4.44,"
      The Reckoning
",Historical,7748,592,1991,3216
9779,3.83,male,"Henning Mankell
",261743,3.77,"
      Faceless Killers
",Thriller,57258,280,1991,2824
9786,3.54,male,"Laura Lippman
",174459,3.51,"
      Baltimore Blues
",Thriller,9599,336,1997,2894
9788,4.1,male,"Greg Iles
",221253,4.19,"
      The Quiet Game
",Thriller,25761,580,1999,2990
9804,3.93,female,"Sara Paretsky
",145453,4.01,"
      Hard Time
",Thriller,5123,512,1999,3204
9808,3.99,male,"Carol O'Connell
",34167,3.95,"
      Mallory's Oracle
",Thriller,4823,329,1994,3433
9827,4.0,male,"John D. MacDonald
",228484,3.91,"
      The Deep Blue Good-By
",Thriller,11552,310,1964,4153
9831,4.13,male,"Michael Connelly
",1552448,4.16,"
      Angels Flight
",Thriller,38510,454,1999,4226
9838,3.93,male,"Robert B. Parker
",349818,3.92,"
      The Godwulf Manuscript
",Thriller,13927,208,1973,4587
9839,3.86,female,"Donna Leon
",154578,3.82,"
      Death at La Fenice
",Thriller,17910,270,1992,4721
9842,3.79,female,"Rebecca Wells
",543479,3.8,"
      Divine Secrets of the Ya-Ya Sisterhood
",Romance,491585,383,1996,3600
9860,3.95,male,"Tim LaHaye
",545176,3.82,"
      Left Behind
",Religious,183540,342,1995,5001
9876,3.91,male,"Gore Vidal
",73790,4.08,"
      Burr
",Historical,7531,430,1973,1913
9878,3.83,male,"Iain Pears
",45468,3.94,"
      An Instance of the Fingerpost
",Historical,20086,691,1997,2055
9880,4.06,female,"Mary Renault
",36518,4.1,"
      The Bull from the Sea
",Historical,2843,336,1962,2177
9882,4.04,male,"Wilbur Smith
",222037,4.21,"
      River God
",Historical,30339,664,1993,2200
9886,4.13,male,"James A. Michener
",275700,4.3,"
      The Source
",Historical,35996,1104,1965,2699
9887,4.14,male,"George MacDonald Fraser
",53711,4.07,"
      Flashman
",Historical,10511,299,1969,2739
9890,4.41,female,"Dorothy Dunnett
",43259,4.2,"
      The Game of Kings
",Historical,6680,543,1961,2843
9891,4.09,male,"Irving Stone
",112381,4.07,"
      The Agony and the Ecstasy
",Historical,71856,776,1958,3122
9895,3.87,female,"Tanya Huff
",161305,3.83,"
      Sing the Four Quarters
",Fantasy,4930,410,1994,1649
9896,3.82,male,"Charles Frazier
",233802,3.85,"
      Cold Mountain
",Historical,204650,356,1997,4218
9897,4.31,male,"Patrick O'Brian
",239422,4.11,"
      Master and Commander
",Historical,39974,411,1969,3762
9911,3.91,male,"Poppy Z. Brite
",84845,4.03,"
      Drawing Blood
",Horror,9045,416,1993,3760
9951,3.93,male,"Rodman Philbrick
",63417,4.0,"
      Freak the Mighty
",Realistic,40035,169,1993,1783
10020,3.81,male,"Philip Roth
",343967,3.7,"
      Portnoy's Complaint
",Classics,49352,274,1969,1199
10066,3.87,male,"Stella Gibbons
",41615,3.91,"
      Cold Comfort Farm
",Classics,36972,233,1932,5363
10083,4.06,male,"Mikhail Sholokhov
",14961,4.05,"
      And Quiet Flows the Don
",Classics,9306,1408,1934,5953
10091,4.03,male,"Ivan Goncharov
",26169,4.03,"
      Oblomov
",Classics,24677,586,1859,9741
10094,3.93,female,"Laura Kinsale
",32075,4.1,"
      Flowers from the Storm
",Romance,11974,533,1992,5877
10098,3.99,female,"Edith Hamilton
",42735,3.99,"
      Mythology: Timeless Tales of Gods and Heroes
",Fantasy,39413,497,1942,20170
10110,4.14,male,"David Foster Wallace
",256180,4.3,"
      Infinite Jest
",Classics,64658,1088,1996,15571
10138,4.18,female,"Flannery O'Connor
",146439,4.26,"
      Everything That Rises Must Converge: Stories
",Short Stories,16387,269,1965,2266
10140,4.21,female,"Jan Karon
",234455,4.11,"
      At Home in Mitford
",Religious,53938,413,1994,2442
10145,3.95,female,"Josephine Tey
",59806,4.01,"
      Brat Farrar
",Thriller,5993,288,1949,821
10162,4.08,male,"William Gaddis
",11130,4.28,"
      JR
",Classics,2440,752,1975,1181
10168,3.8,male,"Malcolm Lowry
",21746,3.79,"
      Under the Volcano
",Classics,19798,397,1947,1284
10172,3.71,female,"Kate Chopin
",198794,3.64,"
      The Awakening
",Classics,154908,195,1899,1576
10174,3.8,male,"Henry Miller
",118199,3.7,"
      Tropic of Cancer
",Classics,55088,318,1934,1717
10199,3.69,male,"William S. Burroughs
",190429,3.45,"
      Naked Lunch
",Classics,66800,289,1959,11100
10287,3.93,male,"Alan Lightman
",38037,4.08,"
      Einstein's Dreams
",Short Stories,27460,144,1992,1365
10289,3.78,female,"Katherine Mansfield
",29601,3.87,"
      The Garden Party and Other Stories
",Short Stories,5707,159,1922,1410
10295,3.81,male,"William Trevor
",27835,4.47,"
      The Collected Stories
",Short Stories,1482,1262,1992,1758
10296,3.9,male,"Alan Furst
",65961,4.07,"
      The Polish Officer
",Historical,4643,294,1995,1694
10297,4.08,male,"O. Henry
",131805,4.17,"
      Selected Stories
",Classics,16719,464,1977,2086
10299,3.86,male,"Eric Ambler
",19012,3.93,"
      A Coffin for Dimitrios
",Thriller,6417,304,1939,1769
10307,3.86,male,"Denis Johnson
",78595,4.14,"
      Jesus' Son
",Short Stories,26271,160,1992,2999
10311,4.06,male,"Trevanian
",31169,4.22,"
      Shibumi
",Thriller,11535,480,1979,3334
10313,3.84,male,"Sherwood Anderson
",33671,3.84,"
      Winesburg, Ohio
",Classics,27302,240,1919,4722
10314,3.97,male,"John Cheever
",41795,4.27,"
      The Stories of John Cheever
",Short Stories,13303,693,1978,4812
10359,4.32,female,"Ingri d'Aulaire
",27291,4.38,"
      D'Aulaires' Book of Norse Myths
",Fantasy,3387,154,1967,2934
10494,3.78,female,"Zelda Fitzgerald
",4410,3.57,"
      Save Me the Waltz
",Classics,2566,225,1932,1271
10510,3.64,female,"Jean Rhys
",66814,3.58,"
      Wide Sargasso Sea
",Classics,52719,171,1966,4906
10526,3.94,female,"Kathleen  Morgan
",27242,3.84,"
      Daughter of Joy
",Religious,7334,355,1999,1465
10539,3.97,male,"Jeffrey Eugenides
",1555227,3.84,"
      The Virgin Suicides
",Contemporary,208243,250,1993,1634
10553,4.08,female,"Nora Roberts
",3427068,4.08,"
      The Pride of Jared MacKade
",Romance,8692,256,1995,1274
10564,4.29,male,"J.D. Robb
",1386396,4.12,"
      Naked in Death
",Thriller,145035,306,1995,1343
10607,3.96,male,"Lemony Snicket
",1763408,3.92,"
      The Bad Beginning
",Young,337300,176,1999,2112
10657,4.1,male,"Arthur Golden
",1545091,4.1,"
      Memoirs of a Geisha
",Historical,1544633,434,1997,2234
10692,3.86,male,"Ralph Ellison
",145571,3.85,"
      Invisible Man
",Classics,140257,581,1952,1038
10717,3.92,male,"John Steinbeck
",3249105,3.86,"
      Of Mice and Men
",Classics,1690090,112,1937,1052
10722,3.83,male,"J.D. Salinger
",2736920,3.8,"
      The Catcher in the Rye
",Classics,2377460,277,1951,2457
10748,4.09,female,"Anita Diamant
",576811,4.17,"
      The Red Tent
",Historical,474503,336,1997,1179
10788,3.99,male,"Albert Camus
",876780,3.97,"
      The Stranger
",Classics,570482,123,1942,1450
10842,3.99,female,"Agatha Christie
",3124919,4.25,"
      And Then There Were None
",Thriller,603101,264,1939,560
10890,4.25,male,"Langston Hughes
",46335,4.41,"
      The Ways of White Folks
",Short Stories,3531,255,1934,1689
10901,3.66,male,"William Golding
",1887038,3.66,"
      Lord of the Flies
",Classics,1871750,182,1954,3269
10963,4.0,male,"John Bunyan
",97830,3.99,"
      The Pilgrim's Progress
",Classics,90325,324,1678,2344
10972,3.88,female,"Annie Proulx
",218894,3.93,"
      Brokeback Mountain
",Short Stories,25521,55,1997,2230
10981,4.18,female,"Laura Ingalls Wilder
",1049306,4.18,"
      Little House in the Big Woods
",Classics,206560,198,1932,2530
10990,3.88,female,"Anne Rice
",1808474,3.99,"
      Interview with the Vampire
",Horror,434007,342,1976,3681
11023,4.08,female,"Lori Wick
",130530,4.17,"
      The Princess
",Religious,10572,300,1999,2680
11051,3.89,male,"F. Scott Fitzgerald
",3527472,3.91,"
      The Great Gatsby
",Classics,3203635,180,1925,2020
11067,3.79,male,"David Guterson
",171238,3.83,"
      Snow Falling on Cedars
",Historical,153796,460,1994,2076
11070,3.98,male,"Bram Stoker
",843119,3.99,"
      Dracula
",Classics,791060,488,1897,3763
11089,4.04,male,"Leo Tolstoy
",1001603,4.03,"
      Anna Karenina
",Classics,541242,960,1877,4019
11119,4.37,male,"George R.R. Martin
",4792759,4.45,"
      A Game of Thrones
",Fantasy,1696987,848,1996,4333
11203,4.21,female,"Catherine Marshall
",62517,4.22,"
      Christy
",Historical,46455,512,1967,3788
11247,4.25,male,"William Goldman
",729042,4.26,"
      The Princess Bride
",Fantasy,695697,398,1973,5764
11299,3.88,male,"Charles Dickens
",2786762,3.83,"
      A Tale of Two Cities
",Classics,733131,489,1859,2850
11315,4.05,male,"George Orwell
",5117329,4.17,1984,Classics,2495963,326,1949,7841
11330,4.42,male,"Alex Haley
",144348,4.43,"
      Roots: The Saga of an American Family
",Historical,133080,729,1976,3190
11562,4.23,male,"Tamora Pierce
",1221982,4.33,"
      Wild Magic
",Fantasy,63186,362,1992,937
11609,3.98,male,"Thomas Malory
",54703,3.93,"
      Le Morte d'Arthur: King Arthur and the Legends of the Round Table
",Classics,32586,512,1485,1168
11621,4.02,female,"Madeleine L'Engle
",1235503,4.12,"
      A Swiftly Tilting Planet
",Fantasy,94154,278,1978,1178
11626,4.21,male,"Michael Ende
",197970,4.18,"
      The Neverending Story
",Fantasy,138282,396,1979,1272
11636,4.01,male,"Terry Goodkind
",908805,4.14,"
      Wizard's First Rule
",Fantasy,208214,836,1994,1288
11644,3.96,male,"Terry Brooks
",726796,3.76,"
      The Sword of Shannara
",Fantasy,74990,726,1977,1342
11653,4.01,male,"Philip Pullman
",1993050,3.96,"
      The Golden Compass
",Fantasy,1111297,399,1995,1406
11669,3.9,female,"Amanda Quick
",219074,3.96,"
      Dangerous
",Romance,7866,352,1993,1686
11675,4.13,female,"Daphne du Maurier
",496679,4.22,"
      Rebecca
",Classics,376117,449,1938,1697
11686,4.07,male,"Peter S. Beagle
",156738,4.18,"
      The Last Unicorn
",Fantasy,87049,294,1968,1708
11689,4.14,male,"C.S. Lewis
",5029410,3.97,"
      Prince Caspian
",Fantasy,301789,240,1951,1718
11692,4.03,female,"Kathleen E. Woodiwiss
",89241,4.08,"
      The Flame and the Flower
",Romance,15165,430,1972,1881
11706,4.03,male,"T.H. White
",130634,4.08,"
      The Once and Future King
",Fantasy,87712,639,1958,1903
11741,4.19,female,"Robin Hobb
",1027591,4.15,"
      Assassin's Apprentice
",Fantasy,193208,460,1995,2484
11750,4.0,female,"Michelle Sagara West
",44125,3.59,"
      Into the Dark Lands
",Fantasy,1580,315,1991,2544
11753,3.91,female,"Georgette Heyer
",333279,4.07,"
      These Old Shades
",Romance,13953,352,1926,2814
11762,3.91,male,"Stephen R. Donaldson
",235443,3.73,"
      Lord Foul's Bane
",Fantasy,38816,480,1977,2880
11780,4.32,male,"J.R.R. Tolkien
",7178796,4.43,"
      The Two Towers
",Fantasy,599649,322,1954,12190
11804,4.04,male,"Richard  Adams
",361830,4.07,"
      Watership Down
",Classics,335319,478,1972,3890
11870,3.74,female,"Carola Dunn
",53000,3.73,"
      Death at Wentwater Court
",Thriller,7110,252,1994,2201
11871,4.08,male,"Chaim Potok
",148798,4.14,"
      The Promise
",Classics,11519,368,1969,1466
11873,4.12,male,"William Styron
",114392,4.19,"
      Sophie's Choice
",Classics,76296,562,1979,1215
11876,3.97,male,"Richard Matheson
",298688,3.99,"
      I Am Legend and Other Stories
",Horror,110363,317,1954,825
11878,3.6,male,"Arthur Nersesian
",15918,3.58,"
      The Fuck-Up
",Uncategorized,10154,304,1997,973
11881,3.89,male,"Franz Kafka
",950399,3.75,"
      Amerika
",Classics,19680,336,1927,831
11884,3.93,male,"Ira Levin
",173004,3.98,"
      Rosemary's Baby
",Horror,95472,308,1967,3645
11891,4.02,male,"Hubert Selby Jr.
",73222,4.11,"
      Requiem for a Dream
",Classics,44629,279,1978,898
11894,4.16,male,"Damon Runyon
",4233,4.09,"
      Guys and Dolls and Other Writings
",Short Stories,716,656,1932,823
11898,3.95,male,"Dashiell Hammett
",155623,3.96,"
      The Thin Man
",Thriller,24079,201,1934,2243
11900,3.79,male,"Nathanael West
",33608,3.76,"
      Miss Lonelyhearts and A Cool Million
",Classics,1238,199,1933,1024
11913,4.06,female,"S.E. Hinton
",849434,4.08,"
      The Outsiders
",Classics,784538,192,1967,1469
11920,3.83,male,"Robin Paige
",14060,3.79,"
      Death at Bishop's Keep
",Thriller,3605,296,1994,1542
11924,3.98,female,"Susanna Gregory
",22219,3.82,"
      A Plague on Both Your Houses
",Historical,2903,406,1996,1492
11925,4.04,female,"Laurie R. King
",299555,4.04,"
      A Monstrous Regiment of Women
",Thriller,20028,336,1995,1594
11927,3.92,male,"Steven Saylor
",79091,4.09,"
      Catilina's Riddle
",Historical,3317,496,1993,1609
11930,4.04,male,"Bruce Alexander
",10613,4.03,"
      Blind Justice
",Thriller,3298,336,1994,1708
11940,3.76,female,"Jo Beverley
",59324,3.87,"
      Christmas Angel
",Romance,1752,352,1992,887
11941,3.77,male,"E.L. Doctorow
",93624,3.88,"
      Ragtime
",Historical,33911,320,1975,4528
11951,3.95,male,"Candace Robb
",14657,3.91,"
      The Apothecary Rose
",Thriller,4057,319,1993,1925
11962,4.22,female,"Sharon Kay Penman
",111352,3.88,"
      The Queen's Man
",Historical,5606,288,1996,1894
11967,3.94,male,"Barbara Hambly
",133897,3.98,"
      A Free Man of Color
",Thriller,2653,432,1997,2036
11979,4.25,female,"Betty  Smith
",347431,4.25,"
      A Tree Grows in Brooklyn
",Classics,338442,496,1943,16485
11982,3.84,female,"Laura Joh Rowland
",22976,3.83,"
      Shinju
",Thriller,3197,437,1994,2045
11987,3.95,female,"Josephine Tey
",59815,3.94,"
      The Daughter of Time
",Thriller,20286,206,1949,2157
11989,3.99,male,"Caleb Carr
",189629,4.06,"
      The Alienist
",Historical,125122,498,1994,3930
11990,4.06,female,"Dorothy L. Sayers
",283644,3.89,"
      Whose Body?
",Thriller,36628,212,1923,2169
12005,4.01,female,"Victoria Thompson
",74427,3.89,"
      Murder on Astor Place
",Thriller,8718,278,1999,4518
12021,4.03,female,"Sylvia Plath
",624921,3.99,"
      The Bell Jar
",Classics,500750,294,1963,8031
12022,4.25,male,"Mario Puzo
",366835,4.37,"
      The Godfather
",Classics,291490,448,1969,6945
