,author_average_rating,author_gender,author_name,book_average_rating,book_title,genre_1,pages,publish_date,score
18704,4.0,male,"K.D. McQuain
",4.14,"
      AMYM: The Mamluk Who Defied Death
",Fantasy,153,2016,100
18705,4.16,female,"Sharon Kay
",4.47,"
      Assassin's Kiss
",Fantasy,302,2016,100
18706,3.96,female,"Rosanna Leo
",4.44,"
      Predator's Rescue
",Romance,159,2016,197
18708,3.91,female,"Erin Kellison
",4.17,"
      Shadow Touched
",Fantasy,336,2016,197
18709,4.06,female,"Melissa F. Olson
",4.26,"
      Boundary Born
",Fantasy,290,2016,274
18710,3.76,male,"Tracey   Martin
",4.53,"
      Misery Happens
",Fantasy,354,2016,289
18711,3.91,female,"N.J. Walters
",4.18,"
      Wolf on the Hunt
",Fantasy,264,2016,362
18712,4.0,female,"Sara  Humphreys
",4.09,"
      The Good, the Bad, and the Vampire
",Fantasy,320,2016,371
18713,3.9,female,"J. Kathleen Cheney
",4.06,"
      Dreaming Death
",Fantasy,412,2016,367
18714,3.55,female,"Ashlyn Chase
",3.6,"
      I Dream of Dragons
",Romance,352,2016,459
18716,3.74,male,"J.C. Nelson
",3.67,"
      The Reburialists
",Fantasy,416,2016,562
18717,3.77,female,"Kristi Charish
",3.88,"
      The Voodoo Killings
",Fantasy,352,2016,589
18718,4.0,male,"Pippa DaCosta
",3.88,"
      Chaos Rises
",Fantasy,288,2016,589
18719,3.99,female,"Paige Tyler
",4.06,"
      Her Fierce Warrior
",Fantasy,320,2016,725
18720,3.95,male,"Deborah Blake
",4.07,"
      Wickedly Ever After
",Fantasy,66,2016,807
18721,4.04,female,"Yasmine Galenorn
",4.35,"
      Darkness Raging
",Fantasy,276,2016,1306
18722,4.03,female,"Cecy Robson
",3.95,"
      Of Flame and Promise
",Fantasy,180,2016,1416
18723,4.05,female,"Lindsay J. Pryor
",4.47,"
      Blood Instinct
",Romance,356,2016,1499
18724,3.99,female,"J.C. Daniels
",4.01,"
      Shadowed Blade
",Fantasy,292,2016,2476
18725,3.87,female,"Colleen Halverson
",3.73,"
      Through the Veil
",Fantasy,447,2016,2089
18726,4.19,female,"Nina  Levine
",3.71,"
      Storm
",Romance,166,2013,843
18727,4.08,female,"Kristine Raymond
",3.97,"
      Here to Stay
",Romance,244,2013,872
18728,3.94,female,"Lish McBride
",3.93,"
      Hold Me Closer, Necromancer
",Young,343,2010,466
18730,4.01,male,"Joanne Schwehm
",3.94,"
      Unexpected Chance
",Romance,218,2013,1766
18731,3.72,male,"Morgan Parker
",3.91,"
      Non Friction
",Romance,276,nan,1769
18732,3.94,female,"Brooke Cumberland
",4.13,"
      Kitchen Promises
",Romance,245,2013,2152
18733,4.12,female,"Yessi Smith
",3.97,"
      Life's A Cappella
",Young,215,2013,6956
18735,3.71,male,"Clare Darcy
",3.78,"
      Elyza
",Historical,247,1976,659
18736,3.99,female,"Michele Paige Holmes
",4.02,"
      Saving Grace
",Romance,380,2014,630
18737,3.71,female,"Heidi Ashworth
",3.57,"
      Miss Delacourt Has Her Day
",Historical,192,2011,650
18738,4.1,female,"J.C. McKenzie
",3.88,"
      Shift Happens
",Fantasy,315,2014,398
18739,3.77,male,"Jude Morgan
",3.74,"
      An Accomplished Woman
",Historical,416,2007,737
18740,4.17,female,"Jen Wylie
",4.07,"
      Broken Aro
",Fantasy,265,2012,398
18741,3.77,male,"Sarah Tranter
",3.71,"
      No Such Thing as Immortality
",Romance,320,2012,400
18742,4.08,male,"Michael Panush
",4.57,"
      Cold Wars
",Young,221,2012,400
18743,4.0,female,"Bernadette  Walsh
",4.12,"
      Devil's Mountain
",Fantasy,122,2012,400
18744,3.96,male,"D.G. Rampton
",3.96,"
      Artemisia: a Regency novel in the tradition of Jane Austen
",Historical,300,2013,763
18745,4.03,male,"Michelle Griep
",3.79,"
      Brentwood's Ward
",Historical,314,2015,881
18746,4.13,male,"Sean Hayden
",4.21,"
      Origins
",Fantasy,247,2011,482
18747,3.86,female,"Anne Brontë
",3.93,"
      The Tenant of Wildfell Hall
",Classics,441,1848,983
18748,4.11,female,"Heather   Gray
",3.37,"
      His Saving Grace
",Romance,113,2013,1084
18749,4.26,female,"M.E. Vaughan
",4.09,"
      The Sons of Thestian
",Fantasy,550,2015,700
18750,4.01,female,"Camille Elliot
",4.03,"
      Prelude for a Lord
",Historical,352,2014,1786
18751,3.97,female,"A.M. Arthur
",3.88,"
      Cost of Repairs
",Romance,342,2012,898
18752,4.05,male,"Wulf Francú Godgluck
",3.97,"
      Of Gods and Monsters: Menoetius
",Erotica,214,2014,967
18754,3.81,female,"L.A. Witt
",3.84,"
      Rules of Engagement
",Romance,296,2009,1714
18755,4.18,male,"A.J.  Rose
",4.28,"
      Safeword
",Erotica,333,2013,1689
18756,3.99,female,"Emma Nichols
",3.93,"
      Sin at Sea
",Romance,114,2013,4875
18757,4.07,male,"Pierre Choderlos de Laclos
",4.07,"
      Les Liaisons dangereuses
",Classics,448,1782,1647
18758,3.99,male,"Patrick Süskind
",4.02,"
      Perfume: The Story of a Murderer
",Uncategorized,263,1985,3182
18760,3.86,male,"Amanda Heath
",3.73,"
      This Beautiful Thing
",Romance,182,2012,494
18761,3.94,female,"Megan Erickson
",4.08,"
      Strong Signal
",Romance,229,2016,867
18762,3.68,female,"Catherine Fisher
",3.64,"
      Incarceron
",Fantasy,458,2007,368
18764,3.74,female,"Angie Stanton
",3.81,"
      Dream Chaser
",Young,323,2011,1328
18769,4.0,male,"Rebecca Shea
",3.96,"
      Unbreakable
",Young,339,2013,369
18770,4.13,female,"Rachel Brookes
",4.01,"
      Just Breathe
",Young,296,2013,406
18771,3.98,female,"Alyssa Rose Ivy
",4.19,"
      Found
",Fantasy,234,2013,449
18772,4.05,female,"P.L. Travers
",4.04,"
      Mary Poppins
",Classics,209,1934,1525
18773,3.87,female,"Emily Godwin
",3.9,"
      Mutilate My Heart
",Young,203,2013,457
18774,3.65,female,"Jess Dee
",3.57,"
      Photo Opportunity
",Romance,244,2008,578
18775,3.99,female,"Nikki Godwin
",3.97,"
      American Girl on Saturn
",Young,341,2013,496
18776,3.84,female,"Nadia Simonenko
",3.98,"
      Found
",Young,228,2013,599
18777,3.56,female,"Jennifer Laurens
",3.48,"
      Falling for Romeo
",Young,197,2007,586
18778,3.57,male,"Dee Tenorio
",3.58,"
      Betting Hearts
",Romance,220,2006,581
18779,3.65,female,"M.J. Abraham
",3.85,"
      Resplendent
",Young,396,2013,633
18780,4.13,female,"Kaylee Ryan
",3.93,"
      Anywhere with You
",Young,217,2013,662
18781,4.14,female,"Nina Lane
",4.3,"
      Awaken
",Romance,426,2014,664
18782,3.98,female,"Dawn Martens
",4.1,"
      Kade
",Young,256,2013,662
18783,3.63,female,"Rosalie Stanton
",3.56,"
      Firsts
",Romance,74,2009,603
18784,4.03,male,"Bec Botefuhr
",4.34,"
      Three Hearts, One Soul
",Romance,167,2013,679
18785,4.15,female,"Clare Davidson
",4.03,"
      Reaper's Rhythm
",Fantasy,212,2013,697
18786,3.88,female,"Maureen Mayer
",3.72,"
      Relinquishing Liberty
",Young,370,2013,855
18787,3.97,female,"Cari Quinn
",3.69,"
      Insatiable
",Romance,254,2011,744
18788,3.93,male,"Christa Simpson
",4.14,"
      Twist & Turn
",Romance,304,2013,861
18789,3.78,male,"Sophie Renwick
",3.77,"
      Hot in Here
",Romance,277,2009,772
18790,3.91,female,"Maya Cross
",3.97,"
      Unlocked
",Erotica,161,2013,1078
18791,3.91,male,"Ashley John
",3.93,"
      Shelter
",Romance,320,2015,602
18792,3.88,male,"A.C. Heller
",3.7,"
      Fate
",Fantasy,167,2013,1099
18793,4.23,female,"Jaime Reese
",4.37,"
      A Restored Man
",Romance,363,2015,636
18794,4.24,female,"Carmilla Voiez
",3.98,"
      Broken Mirrors, Fractured Minds
",Uncategorized,254,2013,1298
18795,3.7,female,"Vanessa North
",3.78,"
      Blueberry Boys
",Romance,186,2015,664
18797,3.64,male,"Melanie Marchande
",3.74,"
      I Married a Billionaire: The Prodigal Son
",Romance,203,2013,1365
18798,3.86,female,"Inez Kelley
",3.9,"
      Turn It Up
",Romance,230,2011,1094
18800,3.98,female,"Victoria Sue
",3.67,"
      Orion's Circle
",Romance,156,2015,727
18802,4.0,male,"S.A. McAuley
",3.92,"
      Where Wishes Go
",Romance,246,2015,692
18803,3.78,female,"Amy Jo Cousins
",3.82,"
      Full Exposure
",Romance,78,2015,742
18804,3.98,male,"L.T. Kelly
",3.89,"
      Falling to Pieces
",Horror,220,2013,1792
18805,4.03,female,"Stacy Borel
",4.12,"
      Bender
",Romance,315,2014,283
18806,3.88,male,"Brina Brady
",3.99,"
      Own Me
",Romance,344,2015,763
18807,3.56,female,"Selena Kitt
",2.94,"
      Connections
",Adult,52,2006,293
18809,4.04,female,"Ingrid Seymour
",3.62,"
      The Guys Are Props Club
",Young,256,2013,290
18811,3.9,female,"Jessica Ruddick
",3.76,"
      Letting Go
",Young,284,2015,296
18812,4.0,male,"Jen Frederick
",3.73,"
      Undeclared
",Young,341,2013,378
18814,3.83,male,"Jacob Z. Flores
",3.88,"
      Spell Bound
",Romance,216,2015,1018
18816,4.19,female,"R.L. Griffin
",4.32,"
      Tension
",Young,280,2013,2570
18817,3.42,female,"Charley Descoteaux
",3.26,"
      The Pinch of the Game
",Romance,98,2015,1034
18818,4.27,female,"Kelly Elliott
",4.35,"
      Faithful
",Romance,421,2013,2663
18819,3.62,female,"Nicole Forcine
",3.79,"
      Shaken Up
",Erotica,74,2015,1050
18820,3.86,female,"Mia Kerick
",3.76,"
      Here Without You
",Romance,216,2015,1063
18821,3.62,female,"Stacey Nash
",3.37,"
      Shh!
",Young,241,2015,400
18822,4.25,female,"Crystal Walton
",3.98,"
      Eyes Unveiled
",Romance,259,2015,398
18825,4.0,female,"M.  Clarke
",3.78,"
      Something Great
",Romance,292,2013,3468
18826,3.86,male,"Neil S. Plakcy
",3.73,"
      Three Wrong Turns in the Desert
",Romance,334,2009,717
18827,4.06,female,"Julie   Johnson
",4.08,"
      Like Gravity
",Young,310,2013,458
18828,3.86,male,"Darien Cox
",3.85,"
      Victim of Love
",Romance,211,2015,1110
18833,3.45,male,"John Simpson
",3.32,"
      Condor One
",Romance,212,2008,781
18834,4.19,male,"Rain Carrington
",4.51,"
      The Music Never Dies
",Romance,296,2015,1184
18839,3.54,male,"Alex C. Clarke
",3.35,"
      A New Dream
",Romance,160,2015,1208
18843,3.98,female,"Sam Argent
",4.01,"
      Sebastian
",Fantasy,324,2015,1317
18844,3.79,male,"Jonathan Carroll
",3.89,"
      Bones of the Moon
",Fantasy,224,1987,379
18845,4.26,female,"Fuyumi Ono
",4.2,"
      The Twelve Kingdoms: Sea of Shadow
",Fantasy,464,1992,375
18846,4.1,female,"Ginger Scott
",4.07,"
      You and Everything After
",Young,274,2014,628
18848,4.03,female,"Mary Hoffman
",4.0,"
      City of Ships
",Fantasy,368,2010,395
18850,4.14,male,"Lex Martin
",4.13,"
      Finding Dandelion
",Young,310,2014,651
18853,4.12,female,"Nash Summers
",4.12,"
      Maps
",Romance,70,2015,1667
18854,4.05,male,"T.A. Barron
",4.07,"
      The Ancient One
",Fantasy,320,1992,448
18855,3.57,male,"T.J. Dell
",3.55,"
      Her Best Friend's Brother
",Romance,256,2011,3277
18858,3.94,male,"Barbara Hambly
",3.99,"
      The Time of the Dark
",Fantasy,263,1982,459
18859,3.87,female,"Lindsey Frydman
",3.87,"
      The Heartbeat Hypothesis
",Young,323,2017,699
18861,3.96,female,"Rochelle Paige
",3.71,"
      Push the Envelope
",Young,180,2013,725
18863,3.98,male,"Chelsea Fine
",3.83,"
      Sophie & Carter
",Young,117,2011,3836
18864,4.04,female,"Felice Stevens
",4.12,"
      Embrace the Fire
",Romance,262,2015,1805
18866,3.7,female,"Summer Devon
",3.67,"
      The Gentleman and the Lamplighter
",Historical,60,2015,1909
18867,3.89,female,"Nichole Chase
",3.9,"
      Suddenly Royal
",Romance,464,2013,841
18868,3.81,female,"Posy Roberts
",3.88,"
      Silver Scars
",Romance,282,2015,1940
18871,3.71,female,"Jaycee Edward
",3.89,"
      Dragons
",Romance,42,2015,2099
18872,3.92,male,"Grein Murray
",3.62,"
      Loving Joshua
",Romance,254,2015,2003
18873,3.8,female,"Anna  Martin
",3.94,"
      Signs
",Romance,200,2015,2160
18881,4.02,male,"James A. Owen
",3.87,"
      Here, There Be Dragons
",Fantasy,326,2006,675
18884,3.98,male,"N.D. Wilson
",3.78,"
      100 Cupboards
",Fantasy,289,2007,684
18885,4.09,male,"Charles Sheehan-Miles
",4.12,"
      A Song for Julia
",Young,369,2012,554
18886,4.23,male,"Nicholas Bella
",3.8,"
      Chosen: Episode One
",Fantasy,75,2015,3014
18888,3.93,female,"K.C. Wells
",4.19,"
      Make Me Soar
",Erotica,290,2015,3127
18891,4.2,female,"Nicole Colville
",4.11,"
      Discovering Dalton
",Romance,382,2015,3441
18894,4.03,male,"Mikel J. Wilson
",4.19,"
      Sedona: The Lost Vortex
",Romance,424,2011,800
18895,3.76,male,"Steph Campbell
",3.68,"
      Lengths
",Young,189,2012,660
18896,3.88,female,"Beth Michele
",3.85,"
      Love Love
",Romance,286,2013,656
18899,4.06,female,"Glenna Maynard
",3.81,"
      I'm with You
",Young,206,2013,682
18900,3.62,female,"E.M. Lynley
",3.69,"
      Dirty Dining
",Romance,230,2015,4333
18903,4.15,female,"Cambria Hebert
",4.43,"
      #Bae
",Young,334,2016,187
18904,3.95,male,"Kate Meader
",3.87,"
      One Week to Score
",Romance,154,2016,185
18907,3.98,female,"C.L. Parker
",4.1,"
      Coming Clean
",Romance,322,2016,191
18908,3.93,male,"J.R. Gray
",4.47,"
      Damages Incurred
",Erotica,265,2015,4611
18909,4.06,female,"Annie Rains
",4.18,"
      Welcoming the Bad Boy
",Romance,279,2016,198
18910,4.35,female,"Lea Davey
",4.19,"
      The Shack by the Bay
",Uncategorized,418,2016,200
18912,4.13,female,"Roan Parrish
",4.2,"
      In the Middle of Somewhere
",Romance,350,2015,7339
18914,3.92,female,"Heather Graham
",3.95,"
      Darkest Journey
",Fantasy,368,2016,271
18916,3.69,male,"Lev Grossman
",3.5,"
      The Magicians
",Fantasy,402,2009,1253
18917,4.14,female,"J.L. Berg
",3.72,"
      Remembering Everly
",Romance,384,2016,277
18919,3.91,female,"Lauren Stewart
",3.86,"
      Virtually Impossible
",Romance,312,2016,279
18922,3.96,female,"Emma Bull
",4.02,"
      War for the Oaks
",Fantasy,336,1987,755
18923,4.24,female,"A. Wilding Wells
",4.47,"
      Of Winged Creatures & Nesting Grounds
",Romance,156,2016,296
18928,4.06,male,"Logan Chance
",3.89,"
      Like a Boss
",Romance,184,2016,376
18931,4.12,female,"Kim Jones
",4.16,"
      Sinner's Revenge
",Romance,319,2016,484
18932,4.33,female,"Kathleen Brooks
",4.62,"
      Forever Betrayed
",Romance,275,2016,488
18933,4.23,female,"Jamie Begley
",4.35,"
      Winter's Touch
",Romance,232,2016,585
18935,4.29,male,"K.L. Kreig
",4.28,"
      Black Swan Affair
",Romance,370,2016,694
18936,3.84,female,"Ellen Kushner
",3.9,"
      The Privilege of the Sword
",Fantasy,378,2006,1206
18937,3.92,male,"Winter Renshaw
",3.96,"
      Heartless
",Romance,498,2016,855
18939,3.84,female,"Molly O'Keefe
",3.98,"
      Burn Down the Night
",Romance,334,2016,1029
18941,3.99,female,"Sidney Halston
",4.03,"
      Pull Me Close
",Romance,240,2016,3095
18943,3.57,male,"Robert James Waller
",3.59,"
      The Bridges of Madison County
",Uncategorized,224,1992,1184
18949,3.84,female,"Maureen F. McHugh
",3.59,"
      After the Apocalypse
",Short Stories,188,2011,455
18951,3.75,male,"Ben H. Winters
",3.76,"
      The Last Policeman
",Thriller,316,2012,481
18957,3.92,male,"M.R. Carey
",3.94,"
      The Girl With All the Gifts
",Horror,461,2014,2216
18961,4.19,male,"Rebecca Zanetti
",4.16,"
      Vampire's Faith
",Fantasy,292,2018,289
18962,3.8,male,"Richard Laymon
",3.73,"
      Flesh
",Horror,368,1987,323
18963,3.76,male,"Edward Lee
",3.6,"
      Goon
",Horror,148,1996,310
18964,3.72,female,"Kathe Koja
",3.82,"
      Skin
",Horror,416,1993,342
18966,3.76,male,"Bryan Smith
",3.81,"
      Depraved
",Horror,324,2009,345
18967,3.78,male,"Graham Masterton
",3.75,"
      Master of Lies
",Horror,330,1991,379
18968,3.88,male,"Matt Shaw
",3.65,"
      Sick Bastards
",Horror,238,2014,385
18969,3.71,male,"Josh Bazell
",3.79,"
      Beat the Reaper
",Uncategorized,310,2008,382
18970,3.82,male,"Nick Stone
",3.77,"
      Mr. Clarinet
",Thriller,448,2006,387
18971,3.94,female,"Mina Carter
",4.22,"
      Dumb as a Roc
",Fantasy,83,2017,227
18972,3.59,male,"Matthew Stokoe
",3.96,"
      High Life
",Uncategorized,331,2002,387
18973,4.11,female,"A.L. Jackson
",3.59,"
      One Wild Night
",Romance,144,2018,260
18974,3.83,male,"James Herbert
",3.61,"
      Moon
",Horror,320,1985,393
18975,3.8,female,"Maggie Wells
",3.82,"
      Love Game
",Romance,384,2018,300
18976,3.84,male,"Jack Ketchum
",3.76,"
      Offspring: The Sequel to Off Season
",Horror,248,1991,441
18977,3.88,female,"A.J. Pine
",4.06,"
      Second Chance Cowboy
",Romance,320,2018,320
18978,4.1,female,"Monica  James
",4.22,"
      Forgetting You, Remembering Me
",Romance,468,2018,341
18979,4.06,male,"Angel Gelique
",3.89,"
      Hillary: Tail of the Dog
",Horror,243,2012,471
18980,3.76,female,"Hailey Abbott
",3.63,"
      Forbidden Boy
",Young,256,2008,419
18981,4.11,female,"L.P. Dover
",4.08,"
      Playmaker
",Romance,222,2018,392
18984,3.72,male,"John Everson
",3.8,"
      NightWhere
",Horror,394,2012,579
18986,3.93,female,"Candace Knoebel
",3.68,"
      Born in Flames
",Fantasy,259,2012,469
18987,3.63,male,"Mendal W. Johnson
",3.63,"
      Let's Go Play at the Adams'
",Horror,282,1974,585
18990,3.81,male,"Carlton Mellick III
",3.69,"
      Apeshit  
",Horror,178,2008,634
18991,4.06,female,"Renee Carlino
",3.09,"
      Shopping for Love (BookShots Flames)
",Romance,95,2018,535
18993,3.89,male,"J.A. Konrath
",3.78,"
      Origin
",Horror,306,2009,649
18995,4.15,male,"Shari J. Ryan
",3.78,"
      Schasm
",Young,246,2014,490
18997,3.86,male,"Jack Kilborn
",3.98,"
      Serial Uncut: Extended Edition
",Horror,162,2010,684
18998,3.54,female,"Lauren Conrad
",3.53,"
      Sweet Little Lies
",Young,309,2010,518
19000,4.3,female,"Helen Hardt
",4.44,"
      Unraveled
",Romance,288,2018,602
19002,4.06,male,"Eden Summers
",4.26,"
      Hunter
",Romance,266,2018,698
19004,4.17,male,"Wade H. Garrett
",4.4,"
      Ein Blick in die Hölle - Buch 2: Festa Extrem
",Horror,211,2016,824
19005,4.08,female,"Cassidy Storm
",4.09,"
      Girl Talk
",Adult,264,2018,700
19007,4.13,female,"P. Dangelico
",3.98,"
      Baby Maker
",Romance,308,2018,765
19014,3.79,male,"Gord Rollo
",3.81,"
      The Jigsaw Man
",Horror,289,2006,1112
19016,4.34,male,"Marika Ray
",4.07,"
      Sweet Dreams
",Romance,230,2018,1081
19018,4.4,female,"Rebel Farris
",4.46,"
      False Start
",Romance,374,2018,1096
19020,3.36,male,"Nukila Amal
",3.23,"
      Cala Ibi
",Uncategorized,271,nan,459
19023,4.13,female,"Pam Godwin
",4.38,"
      Devastate
",Horror,252,2018,1257
19024,3.9,female,"Dee Lestari
",4.4,"
      Aroma Karsa
",Fantasy,724,2018,494
19027,4.01,female,"Lili Valente
",3.97,"
      The Baby Maker
",Romance,276,2018,1346
19028,3.79,male,"Habiburrahman El-Shirazy
",3.84,"
      Ayat-Ayat Cinta
",Uncategorized,418,2004,541
19029,3.87,male,"Ryan C. Thomas
",3.93,"
      The Summer I Died
",Horror,226,2006,2016
19030,3.75,female,"Ika Natassa
",3.76,"
      Antologi Rasa
",Romance,328,2011,532
19032,4.02,female,"Stacey Kennedy
",3.97,"
      Bought by the Boss: A Novel
",Adult,179,2018,1363
19037,3.85,male,"J.F. Gonzalez
",3.87,"
      Survivor
",Horror,384,2004,2514
19039,4.23,male,"Yusi Avianto Pareanom
",4.58,"
      Raden Mandasia si Pencuri Daging Sapi
",Fantasy,450,2016,567
19041,3.7,male,"Scott B. Smith
",3.53,"
      The Ruins
",Horror,319,2006,2561
19043,3.94,female,"Staci Hart
",4.13,"
      Living Out Loud
",Romance,324,2018,2106
19051,3.66,female,"Melody Manful
",3.63,"
      Dominion
",Horror,254,2013,1276
19052,4.13,male,"Teagan Hunter
",4.02,"
      I Wanna Text You Up
",Romance,300,2018,2961
19055,4.51,female,"Jennifer Foxcroft
",4.51,"
      Sanguine Mountain
",Fantasy,290,nan,1299
19058,4.2,female,"Ker Dukey
",4.15,"
      Vlad
",Horror,215,2018,4452
19059,4.19,female,"Melissa Foster
",4.32,"
      Driving Whiskey Wild
",Romance,312,2018,4865
19060,4.15,female,"Saffron A. Kent
",3.97,"
      Gods & Monsters
",Romance,416,2018,5228
19063,4.12,male,"Hendri Teja
",4.18,"
      Tan: Sebuah Novel
",Uncategorized,427,2016,800
19064,4.04,female,"Farah Oomerbhoy
",3.9,"
      The Last of the Firedrakes
",Fantasy,488,2015,1600
19067,3.7,male,"Marcel Theroux
",3.79,"
      Far North
",Uncategorized,288,by,298
19068,4.35,female,"T.M. Frazier
",4.43,"
      Up in Smoke
",Horror,358,2018,12412
19071,3.9,male,"Sapardi Djoko Damono
",3.61,"
      Hujan Bulan Juni
",Romance,144,2015,932
19073,3.53,female,"Laksmi Pamuntjak
",3.81,"
      Amba: Sebuah Novel
",Historical,496,2012,936
19081,4.03,female,"Lucia  Adams
",4.12,"
      Season of the Dead
",Horror,318,2013,400
19086,4.03,male,"Andrea Hirata
",3.82,"
      Padang Bulan
",Uncategorized,254,2010,1580
19087,4.33,male,"Michael   Kramer
",4.36,"
      Now What?!!
",Uncategorized,239,2018,533
19092,3.79,male,"James Howard Kunstler
",3.66,"
      World Made by Hand
",Uncategorized,317,2007,653
19094,4.03,male,"Elizabeth   Bright
",4.0,"
      Wicked with the Scoundrel
",Romance,200,11th,191
19096,3.73,female,"Mia Sosa
",4.6,"
      Crashing into Her
",Romance,384,19th,195
19097,4.07,male,"Pidi Baiq
",4.14,"
      Dilan: Dia Adalah Dilanku Tahun 1990
",Romance,332,by,2603
19098,4.04,male,"Sam Boush
",4.04,"
      All Systems Down
",Thriller,240,2018,698
19099,3.58,female,"Sonya Lalli
",3.58,"
      The Matchmaker's List
",Romance,352,2019,480
19102,4.2,female,"Diana   Forbes
",4.2,"
      Mistress Suffragette
",Historical,333,2017,960
19103,3.96,male,"Piper J. Drake
",4.56,"
      Fierce Justice
",Romance,304,26th,851
19104,3.85,female,"Stefanie London
",4.21,"
      Bad Influence
",Romance,384,26th,1035
19105,3.87,male,"Peter Heller
",3.91,"
      The Dog Stars
",Uncategorized,336,2012,950
19107,4.07,male,"V.L. Moon
",3.87,"
      Tyrian's Mist
",Fantasy,86,2013,581
19109,4.13,male,"Talon P.S.
",4.3,"
      Rough Attraction
",Romance,198,2013,687
19110,3.72,female,"Lou Harper
",3.83,"
      Dead Man and the Restless Spirits
",Romance,166,2013,647
19115,4.1,male,"Sierra Simone
",4.19,"
      Misadventures of a Curvy Girl
",Romance,240,19th,5313
19116,4.22,female,"Adriana Locke
",4.45,"
      Tumble
",Romance,279,26th,8475
19117,4.0,male,"Avril Ashton
",4.17,"
      A Sinner Born
",Romance,277,2013,1049
19119,3.77,male,"Val Kovalin
",4.12,"
      Reach for the Moon
",Romance,320,2013,1041
19120,3.99,female,"Madison  Parker
",4.01,"
      Play Me, I'm Yours
",Romance,238,2013,1232
19121,3.58,female,"Daisy Harris
",3.58,"
      From the Ashes
",Romance,259,2013,1471
19149,3.81,male,"Rebecca Pawel
",3.78,"
      Death of a Nationalist
",Thriller,280,2003,270
19150,3.88,male,"Andrea Camilleri
",4.06,"
      Rounding the Mark
",Thriller,272,2003,270
19153,3.77,male,"Arturo Pérez-Reverte
",3.8,"
      The Flanders Panel
",Thriller,295,1990,272
19154,4.04,male,"Adrian McKinty
",4.09,"
      I Hear the Sirens in the Street
",Thriller,334,2013,276
19155,4.01,male,"Dana Stabenow
",3.73,"
      A Cold Day For Murder
",Thriller,208,1992,290
19157,3.86,male,"Rayven T. Hill
",3.68,"
      Blood and Justice
",Thriller,301,2013,294
19158,3.91,male,"Rickard B. DeMille
",3.99,"
      Hellfire
",Thriller,383,2011,295
19161,3.98,female,"Ann Cleeves
",3.89,"
      Raven Black
",Thriller,374,2006,306
19162,3.65,male,"Oren Sanderson
",3.69,"
      Dancing Bear
",Thriller,206,2014,380
19163,3.91,female,"Ruth Downie
",3.73,"
      Medicus
",Historical,386,2006,381
19165,4.14,female,"Erin Hahn
",4.14,"
      You'd Be Mine
",Young,304,2nd,569
19166,3.96,male,"T.W. Lawless
",3.76,"
      Homecountry (Peter Clancy #1)
",Thriller,210,2012,397
19167,4.94,female,"Shelby Mahurin
",4.94,"
      Serpent & Dove
",Fantasy,528,3rd,581
19169,4.21,female,"Heena Rathore P.
",4.21,"
      Deceived
",Thriller,350,2017,400
19170,4.02,female,"Jenn Lyons
",3.93,"
      The Ruin of Kings
",Fantasy,560,5th,590
19171,3.79,male,"Jen  Klein
",3.67,"
      Hearts Made for Breaking
",Contemporary,320,30th,592
19172,4.17,female,"Nadine Brandes
",4.05,"
      Romanov
",Historical,352,7th,616
19175,4.68,male,"Joseph Moldover
",4.68,"
      Every Moment After
",Young,368,9th,700
19176,3.72,female,"Aminah Mae Safi
",4.47,"
      Tell Me How You Really Feel
",Contemporary,320,11th,701
19178,3.76,female,"Mary  Weber
",4.17,"
      To Best the Boys
",Fantasy,352,5th,870
19179,4.02,female,"Lindsey Davis
",3.94,"
      The Silver Pigs
",Thriller,329,1989,862
19180,4.31,male,"Dan Stout
",4.77,"
      Titanshade
",Fantasy,416,12th,994
19181,4.38,female,"Tricia Lynne
",4.38,"
      Moonlight & Whiskey
",Romance,291,12th,1004
19182,3.93,male,"Tom Rob Smith
",4.09,"
      Child 44
",Uncategorized,12,2008,1249
19184,4.1,female,"S.D. Grimm
",5.0,"
      Black Blood
",Fantasy,464,2019,1098
19185,4.35,female,"Christine Lynn Herman
",4.35,"
      The Devouring Gray
",Fantasy,368,2nd,1196
19186,3.97,female,"Helen Hoang
",4.16,"
      The Bride Test
",Romance,320,7th,1332
19187,3.94,male,"Meghan Scott Molin
",3.94,"
      The Frame-Up
",Thriller,287,2018,1262
19188,3.54,female,"Zoe Archer
",3.37,"
      Warrior
",Romance,354,2010,232
19189,3.74,female,"Kara Barbieri
",3.73,"
      White Stag
",Fantasy,368,2019,2213
19191,4.09,male,"Robert E. Howard
",3.76,"
      Sword Woman
",Fantasy,169,1977,263
19192,4.58,female,"Victoria  Lee
",4.57,"
      The Fever King
",Fantasy,412,1st,2349
19193,4.16,female,"Emily A. Duncan
",4.18,"
      Wicked Saints
",Fantasy,400,2nd,3216
19194,3.85,female,"Nevada Barr
",3.86,"
      Track of the Cat
",Thriller,218,by,291
19195,3.77,male,"Amber Benson
",3.22,"
      Death's Daughter
",Fantasy,359,2009,286
19196,4.37,female,"Joan He
",4.37,"
      Descendant of the Crane
",Fantasy,416,2nd,3767
19197,3.86,male,"Matt Tomerlin
",3.62,"
      The Devil's Fire
",Adventure,300,2011,298
19198,4.26,female,"R.M. Gilmore
",4.08,"
      The Scene
",Fantasy,322,2012,300
19199,4.12,male,"Saya Lopez Ortega
",4.12,"
      The Seduction Expert
",Romance,400,27th,7291
